window,start,end,net_return,net_sharpe,max_drawdown,avg_gross_exposure
late_2018,2018-10-01,2018-12-31,-0.005930915928620828,-0.4822107934484572,-0.019200373712773278,0.85278418905244
covid_q1_2020,2020-01-01,2020-03-31,0.07547752340404701,2.7987508173941085,-0.04137834777093474,0.8895047702567989
drawdown_2022,2022-01-01,2022-12-31,0.32094613370747016,3.5247225679075553,-0.026347282312033204,0.9922668657147264
