AUM,AUM_label,threshold_dsi,short_position_days,high_si_short_position_days,fraction_short_position_days_high_si,high_si_short_total_gross_pnl,high_si_short_total_gross_return_bps,high_si_short_average_daily_gross_return_bps,high_si_share_of_all_gross_pnl,high_si_share_of_short_gross_pnl
50000000.0,50M,0.1,94035,12197,0.12970702398043282,6447714.026127024,1289.5428052254047,0.3416912573464241,0.0484215487154862,0.14598519585016
250000000.0,250M,0.1,94035,12197,0.12970702398043282,42081208.62146741,1683.2483448586966,0.4460117500950442,0.07253893058467965,0.19386172830485957
1000000000.0,1B,0.1,94035,12197,0.12970702398043282,57937096.12053388,579.3709612053389,0.1535164179134443,0.06161346828354419,0.1347675964588345
