AUM,AUM_label,net_sharpe_raw,lo_max_lag,lo_variance_multiplier,lo_adjusted_net_sharpe,autocorr_lag1,autocorr_lag2,autocorr_lag3,autocorr_lag4,autocorr_lag5
50000000.0,50M,1.3081173675648692,5,1.012395415309883,1.3000846386376446,-0.013695515138111092,0.03705295118454012,-0.004740006698706357,-0.02843186159745627,0.028535760173075724
250000000.0,250M,1.4453177677447144,5,1.0318904027601283,1.4228088405920585,-0.006549773241421288,0.031048850861460607,-0.009908943179438802,-0.0006007701551028679,0.03515304089017109
1000000000.0,1B,1.29303062260322,5,1.0629108899747381,1.2541814759026815,-0.010667971728278955,0.03789083285644017,-0.018438962071928387,0.05497353220749158,0.03587901894065032
