AUM,subperiod,start_date,end_date,days,annual_return,annual_vol,sharpe,max_drawdown,worst_3m_return,worst_6m_return,worst_12m_return,top_5pct_days_pnl_share,return_autocorrelation_lag1,sharpe_autocorr_note,average_gross_exposure_used,cap_binding_days,fraction_cap_binding_days
250000000.0,year_2022,2022-01-03,2022-12-30,251,0.32241181892465276,0.0802378097935453,3.5247225679075505,-0.02634728231203265,0.026849990068710028,0.09960704815691179,,0.5713052828780478,-0.062027864090059226,no large positive lag-1 autocorrelation,0.9922668657147264,251,1.0
250000000.0,year_2023,2023-01-03,2023-12-29,250,0.09695837058776657,0.05315376541424729,1.7677639671811203,-0.04852253795306183,-0.0276405025438915,-0.01860977522003171,,1.1603238823293296,-0.06674670160149228,no large positive lag-1 autocorrelation,0.960730893345869,250,1.0
250000000.0,year_2024,2024-01-02,2024-12-31,252,-0.02614697525970444,0.05726300250697263,-0.43425684479213195,-0.050874757644424506,-0.02905471003626814,-0.04104331099316605,-0.02614697525970444,-4.798346579134845,-0.0007127084608301539,no large positive lag-1 autocorrelation,0.9807109384353585,251,0.996031746031746
250000000.0,split_2010_2016,2010-01-04,2016-12-30,1762,0.04424787565796051,0.03449209001321128,1.2725932875874286,-0.10186483004750413,-0.044617833605161805,-0.07314193051479378,-0.10090323942890078,1.6407470486137476,-0.012395208317682578,no large positive lag-1 autocorrelation,0.6048072248134124,1762,1.0
250000000.0,split_2017_2024,2017-01-03,2024-12-31,2012,0.0990201570255389,0.059853830046086964,1.6076907830659433,-0.07643202170282959,-0.04367708855696273,-0.050517852434519894,-0.07547912353323483,1.3025511616590553,-0.006272490176421562,no large positive lag-1 autocorrelation,0.8766137277817098,2011,0.9995029821073559
250000000.0,stress_late_2018,2018-10-01,2018-12-31,63,-0.023513442392623207,0.04707902003960783,-0.4822107934484442,-0.019200373712773056,-0.005930915928620384,,,-3.902381433071378,-0.02149994241824537,no large positive lag-1 autocorrelation,0.85278418905244,63,1.0
250000000.0,stress_2020_q1,2020-01-02,2020-03-31,62,0.34413889923331875,0.10778107082928919,2.7987508173941,-0.0413783477709343,,,,0.8862471038466624,0.1149189214287452,positive autocorrelation may overstate naive Sharpe,0.8895047702567989,62,1.0
250000000.0,stress_2022_drawdown,2022-01-03,2022-12-30,251,0.32241181892465276,0.0802378097935453,3.5247225679075505,-0.02634728231203265,0.026849990068710028,0.09960704815691179,,0.5713052828780478,-0.062027864090059226,no large positive lag-1 autocorrelation,0.9922668657147264,251,1.0
250000000.0,full_2010_2024,2010-01-04,2024-12-31,3774,0.07309949726777365,0.04967332209669995,1.4453177677447144,-0.10186483004750413,-0.044617833605161805,-0.07314193051479378,-0.10090323942890078,1.4612587301535636,-0.006549773241421288,no large positive lag-1 autocorrelation,0.7497130764223722,3773,0.9997350291467939
250000000.0,regime_Neutral,2016-02-26,2024-12-23,803,0.10541290957242899,0.05858167668324596,1.7403034425706196,-0.050521444774976776,-0.04254198844526891,-0.027299261173929334,0.015292769962129471,1.2472834968505708,-0.04962416767523856,no large positive lag-1 autocorrelation,0.8409584087888938,803,1.0
250000000.0,regime_Overweight,2017-01-17,2024-09-11,727,0.031031464006902265,0.043662081963284936,0.7217236888471679,-0.07135091523566228,-0.04004618250090619,-0.04710662432894064,-0.04354561996725781,2.8755027418591284,-0.005574463384359924,no large positive lag-1 autocorrelation,0.8425547147967742,727,1.0
250000000.0,regime_Underweight,2016-01-04,2024-12-31,718,0.13946493866851983,0.06559266435645295,2.0237707195918806,-0.041378347770934076,-0.01691036937999668,0.011492694062823716,0.04456544933183659,1.0070825777260808,0.0439880539959028,no large positive lag-1 autocorrelation,0.8091409903394102,717,0.9986072423398329
