AUM,average_gross_exposure_used,cap_binding_days,fraction_cap_binding_days,average_abs_per_stock_position,max_abs_per_stock_position,average_participation_rate,max_participation_rate,fraction_position_days_at_cap,position_days
50000000.0,0.9991521311054714,3547,0.9398516163222046,1002499.1074578745,7396616.790701248,0.02039031905423926,0.05000000000000001,0.16164725899930876,188070
250000000.0,0.7497130764223722,3773,0.9997350291467939,3761122.388496348,98014573.96658951,0.04022385049947234,0.05000000000000001,0.66289147657787,188070
1000000000.0,0.2534633287044593,3773,0.9997350291467939,5086247.687194286,393895886.45460355,0.04286742189320222,0.05000000000000001,0.7540224384537673,188070
